DC1---DC1	p-value: 0.79143
CCL4---ACKR2	0.007063
SPP1---ITGA5	0.006340
KLRC1---HLA-E	0.006089
ITGB1---FN1	0.005752
ITGB1---COL3A1	0.005568
HSP90AA1---EGFR	0.005081
ITGB1---COL1A1	0.004887
ITGAV---SPP1	0.004749
FN1---ITGA5	0.004338
KLRD1---HLA-B	0.003688
ITGB1---CD14	0.003603
CCL3---ACKR2	0.003459
SDC2---FN1	0.003175
SPP1---CD44	0.003153
ITGA4---SPP1	0.002953
ITGB1---TGM2	0.002888
SPP1---ITGAV	0.002873
PLAUR---ITGB1	0.002749
ITGB2---CYR61	0.002697
RPS19---C5AR1	0.002559
ITGB1---COL1A2	0.002518
FN1---PLAUR	0.002484
CXCL2---DPP4	0.002383
ITGB1---PLA2G2A	0.002358
CD44---VCAN	0.002255
FLT1---PGF	0.002165
PTGDR---GNAS	0.002138
ITGB1---COL6A2	0.002118
HLA-A---ERBB2	0.001933
FBLN1---ITGB1	0.001884
KLRC1---HLA-G	0.001847
EREG---EGFR	0.001825
DCN---EGFR	0.001786
VIM---CD44	0.001710
CCL3---IDE	0.001706
ITGA5---FN1	0.001678
FPR1---ANXA1	0.001661
FPR3---ANXA1	0.001645
TRAF2---GSTP1	0.001641
KLRD1---HLA-E	0.001494
TYROBP---SEMA6D	0.001471
CD14---ITGB1	0.001450
CD44---HGF	0.001444
ITGB1---LGALS3BP	0.001418
CCL4---CCR1	0.001219
THBD---HMGB1	0.001214
APOE---LRP1	0.001192
C1QB---LRP1	0.001181
FN1---CD44	0.001092
CCL3---CCR1	0.001077
SORL1---APOE	0.001043
FN1---ITGB5	0.000969
LRP1---APOE	0.000943
TGFB1---EGFR	0.000895
CCL5---SDC1	0.000892
CD36---COL1A1	0.000858
PSAP---LRP1	0.000852
CD93---COL1A1	0.000841
GSTP1---TRAF2	0.000824
KLRD1---HLA-G	0.000792
SPP1---S1PR1	0.000788
COL4A1---ITGB1	0.000778
KIR2DL3---HLA-C	0.000772
PGF---FLT1	0.000754
ITGB1---F13A1	0.000752
APLP2---HLA-A	0.000752
KIR2DL1---HLA-C	0.000750
CD44---COL14A1	0.000720
FN1---SDC2	0.000701
ITGA5---COL1A1	0.000691
GZMB---IGF2R	0.000687
CCL5---ACKR2	0.000660
CANX---HLA-B	0.000650
ITGA5---PLA2G2A	0.000636
CCL5---SDC4	0.000635
ITGB2---CTGF	0.000615
IGF2---INSR	0.000614
ABCA1---PLTP	0.000606
CXCL8---ACKR1	0.000592
APP---CD74	0.000569
CALR---LRP1	0.000555
ITGB1---COL4A1	0.000538
APOE---LRP2	0.000496
CD47---TYROBP	0.000482
IGF2R---IGF2	0.000478
IDE---IGF2	0.000465
ITGA4---PLA2G2A	0.000455
CD36---COL1A2	0.000446
ITGB1---COL6A1	0.000443
CD93---COL1A2	0.000437
AREG---ERBB3	0.000435
B2M---ALB	0.000432
CYR61---ITGA5	0.000424
PLAUR---MMP12	0.000416
ITGB1---VCAN	0.000414
SORL1---LRPAP1	0.000411
NOTCH2---DLK1	0.000407
GZMB---CHRM3	0.000405
RPSA---LAMA2	0.000402
GNAI2---EGFR	0.000400
ITGB1---FBN1	0.000391
IL1B---IL1RAP	0.000390
RPSA---LAMB2	0.000390
ITGA1---COL3A1	0.000384
ITGA4---FN1	0.000383
COL4A2---ITGB1	0.000381
SERPINE2---LRP1	0.000378
LTB---LTBR	0.000362
LDLR---APOE	0.000354
DCN---MET	0.000346
ITGA1---COL1A1	0.000343
TNFRSF14---MIF	0.000338
CD93---C1QA	0.000329
TGM2---ITGB1	0.000325
PTGS2---CAV1	0.000315
LDLR---LRPAP1	0.000311
CCR1---CCL3	0.000310
APOE---LRP5	0.000310
FN1---ITGAV	0.000305
F13A1---ITGB1	0.000301
ITGB1---LAMC1	0.000299
TNFRSF1B---GRN	0.000294
ITGB1---COL4A2	0.000283
IGF2---IGF2R	0.000280
HMGB1---SDC1	0.000277
CALR---ITGAV	0.000274
CCL3L3---ACKR2	0.000273
HLA-B---KLRD1	0.000272
PLAUR---VTN	0.000263
ITGAV---FN1	0.000241
CYR61---ITGB2	0.000235
LRP1---CALR	0.000235
NOTCH1---DLK1	0.000234
APOE---SCARB1	0.000230
IGF2---IGF1R	0.000218
TGFB1---ENG	0.000215
PLTP---ABCA1	0.000211
COL6A2---ITGB1	0.000209
RPSA---LAMA1	0.000206
SPP1---ITGA9	0.000205
LTB---TNFRSF1A	0.000200
CD81---GPC3	0.000197
LRP1---PSAP	0.000196
ITGB7---FN1	0.000187
KLRB1---CLEC2D	0.000185
ITGB1---PLAUR	0.000185
APOE---LDLR	0.000183
ITGA1---COL1A2	0.000182
ITGAM---CYR61	0.000180
IL1B---IL1R1	0.000179
HSPG2---ITGB1	0.000177
MDK---SDC4	0.000176
LRP1---TFPI	0.000175
OSM---IL6ST	0.000174
ITGB5---FN1	0.000170
CCL3---CCR3	0.000168
SPP1---ITGA4	0.000165
ITGAV---CALR	0.000163
IGF2---IDE	0.000161
GNAI2---CAV1	0.000161
PLAUR---ITGAV	0.000157
NT5E---FN1	0.000154
ITGB1---CDH1	0.000148
SDC2---MMP2	0.000148
INSR---IGF2	0.000143
KIR3DL1---HLA-B	0.000142
DYSF---ANXA1	0.000139
SDC2---HGF	0.000138
CSF2---CSF3R	0.000135
CTGF---ITGA5	0.000135
LAMB2---RPSA	0.000131
IL1B---IL1R2	0.000129
C1QA---CR1	0.000127
LAMA2---RPSA	0.000127
KLRC2---HLA-E	0.000124
ANXA1---DYSF	0.000119
ITGB1---LAMB1	0.000118
TNFRSF1A---GRN	0.000117
ITGB5---CYR61	0.000116
FN1---ITGB6	0.000115
IL10---IL10RB	0.000111
CSF2---CSF2RA	0.000103
ITGB2---F11R	0.000101
SERPING1---LRP1	0.000101
ITGA5---CYR61	0.000099
ITGB1---ADAM12	0.000096
VCAM1---ITGB1	0.000092
MAG---FN1	0.000091
SDC2---TGFB1	0.000090
PTGIR---GNAS	0.000090
APOE---VLDLR	0.000089
ITGB1---LAMC2	0.000088
CCR1---CCL4	0.000086
ITGA1---COL6A2	0.000086
SPP1---ITGB3	0.000086
ITGB1---COL14A1	0.000085
KIR3DL1---HLA-A	0.000083
CCL4---CCR3	0.000082
COL1A2---CD36	0.000081
KIR2DL4---HLA-G	0.000080
S100A9---TLR4	0.000072
IGF1R---IGF2	0.000072
ITGB1---VTN	0.000071
CXCL1---ACKR1	0.000070
NRP1---PGF	0.000070
ICAM1---EGFR	0.000069
CTGF---ITGB2	0.000067
ITGB2---ICAM2	0.000065
TNF---TNFRSF1A	0.000064
ITGB2---JAM3	0.000063
S1PR1---SPP1	0.000062
SERPINE1---LRP1	0.000062
LGALS3BP---ITGB1	0.000062
LRP1---SERPINE1	0.000060
LRP1---LRPAP1	0.000059
THBS1---ITGB1	0.000058
HMGB1---THBD	0.000058
LRP1---CTGF	0.000058
EGFR---ANXA1	0.000057
C3---CD46	0.000055
LTBP3---ITGB5	0.000055
ITGB7---CDH1	0.000054
LRP1---SERPINE2	0.000054
CCL3L3---CCR1	0.000053
CCL5---ACKR1	0.000052
ITGA2B---CALR	0.000051
ITGA4---CD14	0.000051
LRP1---APP	0.000050
TGM2---SDC4	0.000049
VCAN---EGFR	0.000049
APP---CAV1	0.000048
ANXA1---FPR1	0.000047
CCR5---CCL3	0.000047
APOE---SORL1	0.000047
VCAN---ITGB1	0.000046
THBS1---CD47	0.000045
SDC4---MDK	0.000045
CD44---LGALS9	0.000045
ITGB2---THY1	0.000044
C1QA---CD93	0.000044
MDK---SDC1	0.000044
IFNL1---IL10RB	0.000043
CD44---MMP9	0.000043
PLA2G2A---ITGB1	0.000043
CCR1---CCL3L3	0.000041
S100A8---TLR4	0.000041
ITGB1---COL21A1	0.000041
OSM---LIFR	0.000040
ITGAX---THY1	0.000040
FN1---NT5E	0.000039
MDK---LRP2	0.000039
ITGB1---SEMA7A	0.000039
CCL5---CCR1	0.000038
IDE---CCL3	0.000037
LILRB2---HLA-C	0.000037
ITGA5---VTN	0.000036
HBEGF---CD9	0.000036
CCL2---ACKR2	0.000035
ITGAV---CYR61	0.000035
ITGB2---VCAM1	0.000034
ITGB1---HSPG2	0.000034
LRP8---APOE	0.000034
HLA-B---LILRB1	0.000034
ACKR2---CCL3	0.000034
PLAU---LRP1	0.000033
ITGB2---ICAM1	0.000032
COL1A1---CD44	0.000032
ITGB1---ADAM9	0.000032
FN1---ITGA9	0.000031
CXCR3---CCL20	0.000030
HBEGF---EGFR	0.000030
CXCR4---CXCL12	0.000029
ADRB2---IL1B	0.000029
ITGA2B---FN1	0.000029
FGFR3---HSP90AA1	0.000028
ITGB2---ICAM3	0.000028
IL6---IL6ST	0.000028
BST1---CAV1	0.000028
PLAU---PLAUR	0.000027
CD93---COL4A1	0.000027
ITGB1---COL6A3	0.000026
ITGB1---COL15A1	0.000026
FN1---ITGA2	0.000026
ACKR2---CCL4	0.000026
COL1A1---ITGB1	0.000026
COL3A1---ITGB1	0.000026
ARF1---PLD2	0.000026
GRN---TNFRSF1A	0.000025
MMP2---ITGAV	0.000025
NCSTN---APP	0.000025
THBS1---CD36	0.000025
LILRB2---HLA-B	0.000025
MAG---COL3A1	0.000024
MDK---LRP1	0.000023
ITGB1---ADAM17	0.000023
FPR2---ANXA1	0.000022
ITGAM---CTGF	0.000022
VLDLR---APOE	0.000022
FN1---ITGA4	0.000022
FN1---ITGB7	0.000021
CALR---ITGA3	0.000021
DKK1---LRP5	0.000021
PIGF---FLT1	0.000021
VEGFB---FLT1	0.000021
ADAM17---ITGB1	0.000021
ST14---SPINT1	0.000021
C5AR1---GNAI2	0.000020
CD1B---PSAP	0.000020
CCR5---CCL4	0.000020
NOTCH1---MFAP5	0.000020
CCL2---CCR1	0.000020
SORT1---LRPAP1	0.000019
IL1R1---IL1B	0.000019
VEGFA---FLT1	0.000019
IL1B---ADRB2	0.000018
ACVR1---BMP7	0.000018
ICAM1---ITGB2	0.000018
EFEMP1---EGFR	0.000018
COL1A1---CD36	0.000018
TNF---TRAF2	0.000017
LRP1---MDK	0.000017
RTN4R---RTN4	0.000017
THBS1---ITGA6	0.000015
FN1---ITGA3	0.000015
C3---ITGB2	0.000015
CD40LG---ITGB1	0.000014
COL1A1---DDR1	0.000014
FN1---ITGB8	0.000014
TGFB1---ITGAV	0.000014
PILRA---CD99	0.000014
PGF---NRP2	0.000014
NRP2---PGF	0.000013
ITGA3---FN1	0.000013
ITGA4---F13A1	0.000012
CD44---HBEGF	0.000012
CD38---PECAM1	0.000012
COL6A3---ITGB1	0.000011
CELSR1---PSAP	0.000011
COL1A1---ITGA5	0.000010
JMJD6---PTDSS1	0.000009
SCARF1---CALR	0.000008
CD44---MMP7	0.000007
ITGA1---COL4A2	0.000007
GNAI2---FPR1	0.000006
ITGB1---TIMP2	0.000006
CSH1---PRLR	0.000006
CXCL8---CXCR2	0.000006
ITGAL---F11R	0.000005
PGF---NRP1	0.000004
BGN---TLR4	0.000003
CCR1---CCL2	0.000003
ERBB2---HLA-A	0.000003
EBI3---IL6ST	0.000002
LRP1---C1QB	0.000002
MIF---TNFRSF14	0.000002
TNFSF14---TNFRSF14	0.000001

dNK2---VCT_p	q-value: 0.79143

Ligand---Receptor	contribution
ITGB1---SPP1	0.083472
CD44---SPP1	0.082842
HLA-A---APLP2	0.080746
TIMP1---CD63	0.044550
C5AR1---RPS19	0.036162
ITGA5---SPP1	0.030336
SPP1---ITGB1	0.026654
CD74---APP	0.026235
HLA-B---CANX	0.023921
CD44---VIM	0.017834
CD44---FN1	0.015901
PLAUR---FN1	0.014439
FN1---ITGB1	0.012441
CD63---TIMP1	0.011124
TYROBP---CD47	0.010771
CD44---COL1A1	0.009940
SPP1---ITGA5	0.008778
ITGB1---FBLN1	0.007359
CCL4---ACKR2	0.007341
CD44---COL1A2	0.007162
ITGB1---FN1	0.006988
KLRC1---HLA-E	0.006766
FN1---ITGA5	0.006664
AREG---EGFR	0.006283
ITGAV---SPP1	0.005832
KLRC1---HLA-G	0.005556
ANXA1---EGFR	0.005172
HSP90AA1---EGFR	0.005085
CCL3---ACKR2	0.004733
PLAUR---ITGB1	0.004391
FLT1---PGF	0.004208
ITGB1---COL3A1	0.003958
SPP1---CD44	0.003957
ITGB1---CD14	0.003643
SDC2---FN1	0.003469
ITGB1---COL1A1	0.003443
FBLN1---ITGB1	0.003344
ITGA4---SPP1	0.003140
CCL3---CCR1	0.002819
FPR1---ANXA1	0.002800
KLRD1---HLA-B	0.002671
CCL4---CCR1	0.002650
HLA-A---ERBB2	0.002554
ITGB2---CYR61	0.002484
SPP1---ITGAV	0.002468
CD44---VCAN	0.002377
FPR3---ANXA1	0.002322
KLRD1---HLA-G	0.002315
CXCL2---DPP4	0.002266
ITGB1---COL1A2	0.002047
ITGA5---FN1	0.002033
ITGB1---TGM2	0.001999
KLRD1---HLA-E	0.001985
B2M---ALB	0.001729
CD14---ITGB1	0.001700
FN1---PLAUR	0.001613
ITGB1---COL4A1	0.001561
APOE---LRP1	0.001532
COL4A1---ITGB1	0.001459
VIM---CD44	0.001452
SPP1---S1PR1	0.001317
EREG---EGFR	0.001294
PSAP---LRP1	0.001267
GSTP1---TRAF2	0.001236
PGF---FLT1	0.001162
C1QB---LRP1	0.001152
RPS19---C5AR1	0.001137
FN1---CD44	0.001116
DCN---EGFR	0.001086
ITGB1---COL6A2	0.001065
CCL3---IDE	0.001023
IGF2---INSR	0.001000
CCL5---SDC4	0.000979
THBD---HMGB1	0.000963
ITGB1---F13A1	0.000937
ITGB1---COL4A2	0.000934
TYROBP---SEMA6D	0.000883
FN1---ITGB5	0.000827
CD44---HGF	0.000808
SERPINE2---LRP1	0.000795
TGFB1---EGFR	0.000789
PTGDR---GNAS	0.000762
TGM2---ITGB1	0.000762
NRP2---PGF	0.000754
CYR61---ITGA5	0.000751
TRAF2---GSTP1	0.000750
ITGA1---COL3A1	0.000746
KIR2DL1---HLA-C	0.000728
HMGB1---SDC1	0.000721
AREG---ERBB3	0.000713
KIR2DL3---HLA-C	0.000702
COL4A2---ITGB1	0.000701
CXCL8---ACKR1	0.000696
IL1B---IL1RAP	0.000675
CD44---COL14A1	0.000657
CD36---COL1A1	0.000621
MDK---SDC4	0.000603
TIMP3---KDR	0.000598
ITGB1---PLA2G2A	0.000595
CCL5---SDC1	0.000570
CANX---HLA-B	0.000548
CD44---SELE	0.000547
ABCA1---PLTP	0.000537
C1QA---CD93	0.000518
APOE---SCARB1	0.000506
ITGA1---COL1A1	0.000499
ITGB1---LGALS3BP	0.000493
FN1---SDC2	0.000480
APOE---LRP5	0.000474
NOTCH2---DLK1	0.000471
CALR---LRP1	0.000470
ADM---RAMP2	0.000464
FN1---ITGAV	0.000451
IGF2---IGF1R	0.000444
PTGS2---CAV1	0.000433
GZMB---IGF2R	0.000411
GNAI2---CAV1	0.000402
SPP1---ITGA9	0.000393
INSR---IGF2	0.000389
F13A1---ITGB1	0.000389
APOE---VLDLR	0.000386
CCL5---ACKR2	0.000384
PLAUR---VTN	0.000375
CD81---GPC3	0.000371
CCL3L3---CCR1	0.000367
ITGA5---COL1A1	0.000364
IGF2---IGF2R	0.000358
IL1B---IL1R1	0.000328
GNAI2---EGFR	0.000326
APOE---LRP2	0.000322
CD93---COL1A1	0.000317
ITGA5---CYR61	0.000303
ANXA1---FPR1	0.000298
CD93---C1QA	0.000291
ITGB1---COL6A1	0.000285
RPSA---LAMA2	0.000285
HSPG2---ITGB1	0.000279
DCN---MET	0.000272
ITGA4---FN1	0.000270
IL1B---IL1R2	0.000269
PLTP---ABCA1	0.000268
SDC2---MMP2	0.000264
KIR3DL1---HLA-B	0.000248
PLAUR---MMP12	0.000246
ITGB1---SEMA7A	0.000245
CCL5---ACKR1	0.000245
ITGB1---FBN1	0.000243
KIR2DL4---HLA-G	0.000242
CALR---ITGAV	0.000242
LRP1---TFPI	0.000238
SDC2---TGFB1	0.000235
ITGAM---CYR61	0.000229
CCL3L3---ACKR2	0.000223
COL6A2---ITGB1	0.000221
IGF2R---IGF2	0.000219
TNFRSF1B---GRN	0.000213
ITGAV---FN1	0.000210
APP---CAV1	0.000206
CD36---COL1A2	0.000200
NT5E---FN1	0.000199
APP---CD74	0.000193
FPR2---ANXA1	0.000192
NOTCH1---DLK1	0.000188
ICAM1---EGFR	0.000187
IL2RG---ICAM1	0.000181
ITGA1---COL6A2	0.000171
HLA-C---LILRB1	0.000166
HLA-C---LILRB2	0.000166
SERPINE1---LRP1	0.000165
CD93---COL1A2	0.000163
GZMB---CHRM3	0.000162
ITGB1---THBS1	0.000162
HSP90AA1---FGFR3	0.000161
HLA-A---LILRB2	0.000155
ITGB1---LAMC1	0.000152
ITGB1---LAMC2	0.000149
ITGB1---ADAM12	0.000147
DKK1---LRP5	0.000144
VCAM1---ITGB1	0.000144
CTGF---ITGA5	0.000143
IDE---IGF2	0.000142
PLAUR---ITGAV	0.000140
ITGA1---COL1A2	0.000139
ATP6AP2---REN	0.000139
VEGFA---FLT1	0.000138
CD47---TYROBP	0.000133
NCSTN---APP	0.000133
CCR1---CCL3	0.000133
HLA-B---LILRB2	0.000132
LAMA2---RPSA	0.000132
FN1---ITGB8	0.000129
KIR3DL1---HLA-A	0.000126
ITGB1---VTN	0.000126
C1QA---CR1	0.000126
CSF2---CSF3R	0.000120
LAMB2---RPSA	0.000118
ITGA9---SPP1	0.000115
MAG---FN1	0.000115
IFNL1---IL10RB	0.000113
VCAN---ITGB1	0.000112
CYR61---ITGB2	0.000112
TGM2---SDC4	0.000109
KLRC2---HLA-E	0.000108
IL10---IL10RB	0.000108
ITGB5---FN1	0.000106
ITGB7---FN1	0.000106
LRP1---CALR	0.000105
SDC4---TGM2	0.000105
IL2RB---IL15	0.000104
ITGB1---VCAN	0.000101
APLP2---HLA-A	0.000097
GRN---TNFRSF1A	0.000096
HLA-A---LILRB1	0.000094
SORL1---APOE	0.000093
LRP1---APOE	0.000093
SORL1---LRPAP1	0.000091
SPP1---ITGB3	0.000091
ITGB1---PLAUR	0.000089
RPSA---LAMB2	0.000088
CXCR4---ZG16B	0.000085
SDC3---MDK	0.000083
EGFR---HSP90AA1	0.000083
APOE---LDLR	0.000082
TLR4---S100A9	0.000081
CYR61---ITGAV	0.000080
HLA-B---LILRB1	0.000079
TIMP2---ITGB1	0.000078
ANXA1---DYSF	0.000077
LTB---TNFRSF1A	0.000076
CD93---COL4A1	0.000075
C3---LRP1	0.000074
EBI3---IL6ST	0.000073
COL4A1---CD93	0.000072
KLRB1---CLEC2D	0.000071
CSF2---CSF2RA	0.000069
IGF2---IDE	0.000069
ACKR2---CCL3	0.000069
THBS1---ITGB1	0.000068
FGFR3---HSP90AA1	0.000067
LILRB1---HLA-B	0.000064
LILRB2---HLA-B	0.000064
ITGB1---COL5A1	0.000063
CD93---COL4A2	0.000063
ITGB2---ICAM3	0.000062
ITGB1---CDH1	0.000058
ITGB1---COL21A1	0.000057
CCL2---ACKR2	0.000057
CCL5---CCR1	0.000056
SERPING1---SELP	0.000056
ITGA4---VCAN	0.000055
CD44---MMP7	0.000054
ITGAX---C3	0.000053
SERPING1---LRP1	0.000052
CCL3---CCR4	0.000051
LILRB2---HLA-G	0.000050
ITGAV---CALR	0.000049
OSM---IL6ST	0.000049
ITGB2---F11R	0.000049
CD38---PECAM1	0.000045
JMJD6---PTDSS1	0.000045
LGALS3BP---ITGB1	0.000043
CCR1---CCL4	0.000041
RTN4R---RTN4	0.000040
ITGA3---FN1	0.000038
LDLR---LRPAP1	0.000038
SERPINA1---LRP1	0.000036
CCR5---CCL3	0.000036
TNFRSF14---MIF	0.000035
PTPRC---MRC1	0.000035
LRP1---PSAP	0.000033
PDGFRB---PDAP1	0.000032
TGFB1---ITGAV	0.000032
CTGF---ITGB2	0.000028
HLA-B---KLRD1	0.000028
CSH1---PRLR	0.000027
S100A9---TLR4	0.000027
COL1A2---CD36	0.000026
FN1---ITGA9	0.000025
ITGB1---TIMP2	0.000022
FN1---ITGB6	0.000021
CD44---LGALS9	0.000012
ST14---SPINT1	0.000012
LDLR---APOE	0.000011
PGF---NRP1	0.000010
ACKR2---CCL4	0.000010
CCR1---CCL2	0.000007
DYSF---ANXA1	0.000006
ERBB2---HLA-A	0.000006

dNK2---dM1	q-value: 0.79143

Ligand---Receptor	contribution
CD44---SPP1	0.057026
KLRD1---HLA-B	0.051588
CD44---VIM	0.045773
ITGB1---SPP1	0.042529
HLA-B---KLRD1	0.038326
VIM---CD44	0.037029
KLRC1---HLA-E	0.030697
HLA-E---KLRC1	0.026567
TIMP1---CD63	0.025747
HLA-A---APLP2	0.023598
C5AR1---RPS19	0.021039
CD63---TIMP1	0.017592
RPS19---C5AR1	0.017422
HLA-B---CANX	0.015462
SPP1---ITGB1	0.015433
SPP1---CD44	0.015265
HLA-C---KIR2DL3	0.012432
TYROBP---CD47	0.012396
ITGA5---SPP1	0.012341
CD44---FN1	0.010977
CANX---HLA-B	0.010534
KIR2DL3---HLA-C	0.008959
KIR2DL1---HLA-C	0.008569
HLA-C---KIR2DL1	0.008544
HLA-E---KLRD1	0.008519
ITGB1---FN1	0.008173
APLP2---HLA-A	0.008147
KLRD1---HLA-E	0.007549
FN1---ITGB1	0.006444
CD47---TYROBP	0.006002
ITGB1---FBLN1	0.005324
PLAUR---FN1	0.005226
HLA-B---KIR3DL1	0.004535
ITGA4---SPP1	0.004135
HLA-A---KIR3DL1	0.004062
CCR1---CCL4	0.003825
CCL3---CCR1	0.003812
FN1---CD44	0.003747
CD74---APP	0.003710
CCL4---CCR1	0.003656
FN1---PLAUR	0.003518
SPP1---ITGA5	0.003104
FN1---ITGA5	0.002962
ANXA1---EGFR	0.002935
CCR1---CCL3	0.002867
HLA-B---LILRB1	0.002765
KIR3DL1---HLA-B	0.002765
ITGB1---HSPG2	0.002708
KIR3DL1---HLA-A	0.002531
CCL4---ACKR2	0.002089
ITGAV---SPP1	0.002018
FLT1---PGF	0.001952
CD14---ITGB1	0.001924
FBLN1---ITGB1	0.001916
SORL1---APOE	0.001904
TRAF2---GSTP1	0.001681
HLA-A---ERBB2	0.001634
CCL3---ACKR2	0.001477
CD44---VCAN	0.001467
CCL5---CXCR3	0.001432
HLA-A---LILRB1	0.001430
APP---CD74	0.001422
SPP1---ITGA4	0.001386
HSP90AA1---EGFR	0.001353
KLRC2---HLA-E	0.001326
CD2---CD48	0.001320
FN1---SDC2	0.001271
B2M---ALB	0.001252
ITGB1---PLAUR	0.001153
HLA-C---LILRB1	0.001105
SPP1---ITGAV	0.001078
CCL5---CCR1	0.001028
KLRC1---HLA-G	0.001003
ITGB1---CD14	0.000942
MMP9---CD44	0.000928
LILRB2---HLA-A	0.000927
COL4A1---ITGB1	0.000925
GZMB---IGF2R	0.000886
CCR1---CCL3L3	0.000831
IDE---CCL3	0.000813
CD93---C1QA	0.000799
LDLR---APOE	0.000799
CCL3L3---CCR1	0.000797
CYR61---ITGB2	0.000794
IGF2R---GZMB	0.000779
SERPINE2---LRP1	0.000761
FN1---ITGB7	0.000759
CXCL2---DPP4	0.000742
CD44---LGALS9	0.000724
ANXA1---FPR3	0.000705
PGF---FLT1	0.000691
ITGA5---CYR61	0.000689
IGF2---INSR	0.000680
COL4A2---ITGB1	0.000678
KLRB1---CLEC2D	0.000678
KIR3DL2---HLA-A	0.000643
ITGB1---LGALS3BP	0.000635
FN1---ITGA4	0.000633
HLA-A---KIR3DL2	0.000623
SDC2---FN1	0.000576
IL2RG---ICAM1	0.000571
HLA-E---KLRC2	0.000571
CCL3---CCR5	0.000554
CCR5---CCL4	0.000553
FPR3---ANXA1	0.000550
ITGB1---COL4A1	0.000517
KLRF1---CLEC2B	0.000517
ITGB7---FN1	0.000504
FN1---ITGB5	0.000501
PLAUR---ITGB1	0.000497
DPP4---CXCL2	0.000482
FN1---ITGAV	0.000472
FN1---ITGB6	0.000465
HLA-A---LILRB2	0.000454
HLA-B---LILRB2	0.000444
ITGB2---CYR61	0.000441
CCL4---CCR5	0.000440
LTB---TNFRSF1A	0.000438
DCN---EGFR	0.000414
IL1R2---IL1B	0.000403
HBEGF---CD9	0.000400
C3---ITGB2	0.000394
HCST---MICA	0.000391
ITGA4---FN1	0.000381
ITGA5---FN1	0.000380
IGF2---IGF1R	0.000374
IL3RA---CSF2	0.000364
ITGAX---ICAM1	0.000364
ICAM1---ITGB2	0.000357
TGFB1---ENG	0.000355
APOE---SORL1	0.000349
ITGB1---COL27A1	0.000344
CCL4---CCR3	0.000338
C1QA---CD93	0.000336
COL1A1---CD44	0.000332
LTB---CD40	0.000329
PTGDR---GNAS	0.000325
LRP1---APOE	0.000301
CD44---COL14A1	0.000299
LRP1---TFPI	0.000289
IL1B---ADRB2	0.000287
LILRB2---HLA-B	0.000279
HMGB1---THBD	0.000278
CCL5---ACKR2	0.000271
AREG---EGFR	0.000271
PLAU---PLAUR	0.000270
TNFRSF1A---LTB	0.000257
PSAP---LRP1	0.000250
S100A9---TLR4	0.000250
CYR61---ITGA5	0.000247
TGFB1---EGFR	0.000225
MICA---HCST	0.000221
ITGB1---COL9A2	0.000218
ITGB1---F13A1	0.000211
CCR5---CCL3	0.000209
CALR---ITGAV	0.000204
CALR---LRP1	0.000204
PLTP---ABCA1	0.000204
KIR2DL4---HLA-G	0.000202
CD44---HBEGF	0.000202
TNF---TRAF2	0.000200
VCAN---CD44	0.000200
ICAM1---IL2RG	0.000200
FN1---ITGB8	0.000199
ITGB1---COL14A1	0.000199
SDC2---MMP2	0.000198
LTB---LTBR	0.000184
LGALS9---CD44	0.000184
LRP1---CALR	0.000183
CCR1---CCL5	0.000177
CCL3---CCR3	0.000177
FN1---ITGA3	0.000176
LILRB1---HLA-A	0.000172
GSTP1---TRAF2	0.000171
TNFRSF1B---GRN	0.000168
CD44---COL1A2	0.000166
ITGB1---TIMP2	0.000164
THBD---HMGB1	0.000160
LAMA2---RPSA	0.000159
FPR1---ANXA1	0.000156
ITGB5---FN1	0.000156
KLRD1---HLA-G	0.000155
GNAI2---CAV1	0.000153
C3---ITGAX	0.000148
CD44---MMP9	0.000143
HSPG2---ITGB1	0.000139
IDE---IGF2	0.000138
CALR---ITGA3	0.000137
HMGB1---SDC1	0.000135
LRP1---C1QB	0.000134
PTPRC---MRC1	0.000133
ITGB1---TGM2	0.000133
ITGB1---COL6A2	0.000123
SERPINE1---LRP1	0.000122
COL6A2---ITGB1	0.000119
IGF2---IGF2R	0.000114
CCL3L3---ACKR2	0.000113
TNF---TNFRSF1B	0.000112
ITGB1---VCAN	0.000112
CTGF---ITGB2	0.000106
APOE---LRP1	0.000102
COL1A1---ITGB1	0.000099
LILRB2---HLA-C	0.000096
TGM2---ITGB1	0.000095
ITGB5---CYR61	0.000091
ITGB1---COL1A2	0.000089
C1QB---LRP1	0.000087
MDK---SDC4	0.000086
ICAM3---ITGB2	0.000078
F13A1---ITGB1	0.000078
ADRB2---IL1B	0.000073
ABCA1---PLTP	0.000059
FN1---NT5E	0.000058
APOE---VLDLR	0.000056
TIMP2---ITGB1	0.000050
IGF2---IDE	0.000036
VCAM1---ITGB2	0.000034
APOE---SCARB1	0.000027
CD44---MMP7	0.000026
LILRB1---HLA-B	0.000024
ERBB2---HLA-A	0.000018

dNK2---dM2	q-value: 0.79143

Ligand---Receptor	contribution
KLRD1---HLA-B	0.073904
HLA-B---KLRD1	0.059992
HLA-E---KLRC1	0.049045
TIMP1---CD63	0.043425
KLRC1---HLA-E	0.042292
CD44---VIM	0.036162
CD44---SPP1	0.031797
C5AR1---RPS19	0.029596
ITGB1---SPP1	0.023148
VIM---CD44	0.022107
RPS19---C5AR1	0.018744
HLA-A---APLP2	0.017984
TYROBP---CD47	0.017816
KIR2DL3---HLA-C	0.016970
